Actual Word,Potential Meaning,Frequency,Context Score,Timestamp
עץ,ג׳בליה,27,0.66,2023-10-15 06:21:17
תפוז,קו דיוח 162,55,0.53,2023-10-10 18:36:46
ציפור,טיל נגד טנקים,48,0.76,2023-10-12 00:31:54
צהובה,רימונים,35,0.67,2023-10-27 11:45:34
שחור,רובה,20,0.8,2023-10-13 02:46:45
פיסטוק,קו דיוח 453,7,0.48,2023-10-16 00:03:38
עוגה,איסמעיל הנייה,11,0.65,2023-10-08 04:59:45
פטריה,בסיס צה״ל,28,0.25,2023-10-24 18:31:55
שחור,מוחמד דף,96,0.54,2023-10-17 06:56:33
כלב,תחמושת,84,0.63,2023-10-09 00:27:42
בודד,נשק,27,0.48,2023-10-15 02:16:51
עוגה,קסאם,64,0.86,2023-10-08 22:26:41
עוגה,קו דיוח 453,87,0.64,2023-10-17 01:32:17
ציפור,ג׳בליה,41,0.4,2023-10-19 05:55:29
פיסטוק,הגבול הדרומי,95,0.31,2023-10-23 22:30:28
פטריה,חיילים,7,0.63,2023-10-16 01:51:10
פטריה,עזה,29,0.21,2023-10-29 22:23:40
עוגה,רובה,79,0.59,2023-10-15 12:29:37
בודד,טיל בליסטי,58,0.38,2023-10-09 10:33:54
ציפור,רקטה,92,0.55,2023-10-28 12:42:21
מחצבה,ג׳יפ,76,0.18,2023-10-14 10:44:16
עץ,ג׳בליה,49,0.14,2023-10-19 11:12:16
תפוז,עזה,71,0.14,2023-10-23 05:03:08
עוגה,חיילים,16,0.78,2023-10-18 21:40:20
תפוז,קו דיוח 162,66,0.14,2023-10-09 20:55:01
עץ,ג׳בליה,35,0.57,2023-10-14 08:56:01
